Part Type,Part Number,Serial Number,Date,Process,Pass / Fail,Failure Type,Details,,,,,
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
